Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
IBIO,"iBio, Inc.",1.56,$184.64M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ibio
IBO,IBO (Listing Market - NYSE Amex Network B F),24.84,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ibo
IMH,"Impac Mortgage Holdings, Inc.",2.25,$47.85M,1997,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/imh
IMO,Imperial Oil Limited,16.66,$12.23B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/imo
IOR,"Income Opportunity Realty Investors, Inc.",11.925,$49.71M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ior
IGC,India Globalization Capital Inc.,0.5856,$22.84M,n/a,Technology,Electronic Components,https://old.nasdaq.com/symbol/igc
INDO,Indonesia Energy Corporation Limited,4.905,$36.34M,2019,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/indo
INFU,"InfuSystems Holdings, Inc.",11.66,$234.01M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/infu
IHT,InnSuites Hospitality Trust,0.8901,$8.29M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/iht
NSPR,InspireMD Inc.,0.5,$7.65M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/nspr
NSPR.WS,InspireMD Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/nspr.ws
NSPR.WS.B,InspireMD Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/nspr.ws.b
INS,Intelligent Systems Corporation,34.95,$311.93M,1992,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ins
THM,International Tower Hill Mines Ltd,1.25,$234.47M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/thm
INTT,inTest Corporation,3.39,$35.37M,1997,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/intt
INUV,"Inuvo, Inc",0.6065,$45.73M,n/a,Consumer Services,Advertising,https://old.nasdaq.com/symbol/inuv
VKI,Invesco Advantage Municipal Income Trust II,10.52,$467M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vki
ISR,"IsoRay, Inc.",0.6681,$45.2M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/isr
ISDR,Issuer Direct Corporation,10.67,$40.25M,n/a,Miscellaneous,Publishing,https://old.nasdaq.com/symbol/isdr
ITP,"IT Tech Packaging, Inc.",0.5238,$14.94M,n/a,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/itp
KLR,"Kaleyra, Inc.",6.33,$140.34M,2018,Technology,EDP Services,https://old.nasdaq.com/symbol/klr
KLR.WS,"Kaleyra, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/klr.ws
KIQ,Kelso Technologies Inc,0.6251,$29.49M,n/a,Capital Goods,Railroads,https://old.nasdaq.com/symbol/kiq
LGL,"LGL Group, Inc. (The)",8.2,$42.74M,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/lgl
LLEX,"Lilis Energy, Inc.",0.2475,$23.61M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/llex
LCTX,"Lineage Cell Therapeutics, Inc.",1.06,$158.81M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/lctx
MAG,MAG Silver Corporation,12.12,$1.1B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/mag
MHH,"Mastech Digital, Inc",27.71,$310.55M,n/a,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/mhh
MTNB,"Matinas Biopharma Holdings, Inc.",0.8152,$160.99M,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mtnb
MMX,Maverix Metals Inc.,4.07,$521M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/mmx
IPB,"Merrill Lynch & Co., Inc. 6.0518% Index Plus Trust Certificate",29.97,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/ipb
MTA,Metalla Royalty & Streaming Ltd.,5.78,$201.12M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/mta
MXC,Mexco Energy Corporation,3.8492,$7.85M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mxc
MLSS,"Milestone Scientific, Inc.",2.68,$148.54M,2015,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/mlss
MYO,Myomo Inc.,3.78,$10.64M,2017,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/myo
NNVC,"NanoViricides, Inc.",6.53,$59.37M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/nnvc
ATEST,NASDAQ TEST STOCK,27.52,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/atest
ATEST.A,NASDAQ TEST STOCK,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/atest.a
ATEST.B,NASDAQ TEST STOCK,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/atest.b
ATEST.C,NASDAQ TEST STOCK,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/atest.c
NHC,National HealthCare Corporation,62,$952.18M,n/a,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/nhc
NAVB,"Navidea Biopharmaceuticals, Inc.",3.52,$76.19M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/navb
NTIP,"Network-1 Technologies, Inc.",2.25,$53.87M,n/a,Miscellaneous,Multi-Sector Companies,https://old.nasdaq.com/symbol/ntip
NBW,Neuberger Berman California Municipal Fund Inc,13.09,$72.66M,2002,n/a,n/a,https://old.nasdaq.com/symbol/nbw
NHS,Neuberger Berman High Yield Strategies Fund,10.66,$208.3M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/nhs
NML,Neuberger Berman MLP and Energy Income Fund Inc.,3.2,$181.31M,2013,n/a,n/a,https://old.nasdaq.com/symbol/nml
NBH,Neuberger Berman Municipal Fund Inc.,14.12,$265.54M,2002,n/a,n/a,https://old.nasdaq.com/symbol/nbh
NBO,Neuberger Berman New York Municipal Fund Inc.,11.51,$58.44M,2002,n/a,n/a,https://old.nasdaq.com/symbol/nbo
NRO,"Neuberger Berman Real Estate Securities Income Fund, Inc.",3.74,$177.35M,2003,n/a,n/a,https://old.nasdaq.com/symbol/nro
GBR,"New Concept Energy, Inc",1.19,$6.11M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/gbr
NEN,New England Realty Associates Limited Partnership,53.5,$195.42M,n/a,Consumer Services,Building operators,https://old.nasdaq.com/symbol/nen
NGD,New Gold Inc.,1.08,$730.08M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/ngd
NXE,Nexgen Energy Ltd.,1.24,$461.54M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/nxe
NAK,"Northern Dynasty Minerals, Ltd.",1.46,$675.12M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/nak
NOG,"Northern Oil and Gas, Inc.",1.14,$462.6M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/nog
NBY,"NovaBay Pharmaceuticals, Inc.",0.8676,$28.96M,2007,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nby
NG,Novagold Resources Inc.,8.15,$2.68B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/ng
NTN,"NTN Buzztime, Inc.",2.39,$7.02M,n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/ntn
NES,"Nuverra Environmental Solutions, Inc.",1.9,$29.95M,2017,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/nes
OBLG,Oblong Inc.,1.63,$8.49M,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/oblg
OCX,OncoCyte Corporation,2.38,$159.98M,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/ocx
OGEN,Oragenics Inc.,0.5411,$29.96M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ogen
PCG^A,Pacific Gas & Electric Co.,29.85,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pcg^a
PCG^B,Pacific Gas & Electric Co.,26.76,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pcg^b
PCG^C,Pacific Gas & Electric Co.,24.5,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pcg^c
PCG^D,Pacific Gas & Electric Co.,25.1578,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pcg^d
PCG^E,Pacific Gas & Electric Co.,25.5,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pcg^e
PCG^G,Pacific Gas & Electric Co.,24.427,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pcg^g
PCG^H,Pacific Gas & Electric Co.,24.01,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pcg^h
PCG^I,Pacific Gas & Electric Co.,23.9656,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pcg^i
PTN,"Palatin Technologies, Inc.",0.5695,$130.56M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ptn
PZG,Paramount Gold Nevada Corp.,1.09,$30.28M,2015,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/pzg
PRK,Park National Corporation,70.12,$1.14B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/prk
PED,Pedevco Corp.,0.8603,$61.19M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ped
PFNX,Pfenex Inc.,9.09,$311.71M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/pfnx
HNW,Pioneer Diversified High Income Trust,12.03,$100.24M,2007,n/a,n/a,https://old.nasdaq.com/symbol/hnw
PLAG,Planet Green Holdings Corp,2.86,$31.54M,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/plag
PLG,Platinum Group Metals Ltd.,1.45,$90.4M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/plg
PLYM^A,"Plymouth Industrial REIT, Inc.",24.9985,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/plym^a
PLM,Polymet Mining Corp.,0.4849,$487.97M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/plm
PW,Power REIT,31.35,$59.97M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/pw
PW^A,Power REIT,26.5,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pw^a
PLX,"Protalix BioTherapeutics, Inc.",3.76,$121.98M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/plx
RLGT,"Radiant Logistics, Inc.",3.85,$190.17M,n/a,Transportation,Oil Refining/Marketing,https://old.nasdaq.com/symbol/rlgt
UTG,Reaves Utility Income Fund,34.34,$1.68B,2004,n/a,n/a,https://old.nasdaq.com/symbol/utg
RHE,"Regional Health Properties, Inc.",1.5,$2.53M,2017,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/rhe
RHE^A,"Regional Health Properties, Inc.",2.02,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rhe^a
RCG,"RENN Fund, Inc.",1.28,$7.62M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rcg
RVP,"Retractable Technologies, Inc.",6.9,$225.51M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/rvp
REI,"Ring Energy, Inc.",1.36,$92.45M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/rei
RIF,RMR Real Estate Income Fund,12.76,$130.18M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/rif
SACC,Sachem Capital Corp.,23.21,n/a,2019,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/sacc
SACH,Sachem Capital Corp.,3.085,$68.23M,2017,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/sach
SCCB,Sachem Capital Corp.,23.14,n/a,2019,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/sccb
SNMP,Sanchez Midstream Partners LP,0.4425,$8.83M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/snmp
SEB,Seaboard Corporation,3111.94,$3.61B,1996,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/seb
SENS,"Senseonics Holdings, Inc.",0.4236,$96.43M,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/sens
SVT,"Servotronics, Inc.",8.51,$21.08M,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/svt
SMTS,Sierra Metals Inc.,0.7497,$122.06M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/smts
SIF,"SIFCO Industries, Inc.",4.28,$25.32M,n/a,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/sif
SVM,Silvercorp Metals Inc.,4.67,$812.05M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/svm
SILV,SilverCrest Metals Inc.,8.12,$1.04B,2018,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/silv
XPL,Solitario Zinc Corp.,0.2994,$17.4M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/xpl
SCE^B,Southern California Edison Company,22.0501,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sce^b
SCE^C,Southern California Edison Company,23.2,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sce^c
SCE^D,Southern California Edison Company,23.5999,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sce^d
SCE^E,Southern California Edison Company,24.2501,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sce^e
LOV,"Spark Networks, Inc.",3.645,$94.98M,2017,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/lov
SDI,Standard Diversified Inc.,13.35,$221.39M,n/a,Consumer Non-Durables,Tobacco,https://old.nasdaq.com/symbol/sdi
STXS,"Stereotaxis, Inc.",5.3,$385.31M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/stxs
SSY,"SunLink Health Systems, Inc.",0.9229,$6.37M,n/a,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/ssy
SDPI,"Superior Drilling Products, Inc.",1.01,$25.69M,2014,Energy,Metal Fabrications,https://old.nasdaq.com/symbol/sdpi
SYN,"Synthetic Biologics, Inc",0.474,$8.66M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/syn
TKAT,"Takung Art Co., Ltd.",1.305,$14.69M,n/a,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/tkat
TALO.WS,"Talos Energy, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/talo.ws
TRX,Tanzanian Gold Corporation,0.8178,$131.18M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/trx
TGB,Taseko Mines Limited,0.49,$120.64M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/tgb
TGC,"Tengasco, Inc.",0.5531,$5.9M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/tgc
GLU,The Gabelli Global Utility and Income Trust,16.21,$87.04M,2004,n/a,n/a,https://old.nasdaq.com/symbol/glu
GLU^A,The Gabelli Global Utility and Income Trust,44.5201,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/glu^a
GLU^B,The Gabelli Global Utility and Income Trust,51.7,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/glu^b
GGO,The Gabelli Go Anywhere Trust,10.03,$15.55M,2016,n/a,n/a,https://old.nasdaq.com/symbol/ggo
GGO^A,The Gabelli Go Anywhere Trust,41,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ggo^a
TDW.WS,Tidewater Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tdw.ws
TMBR,"Timber Pharmaceuticals, Inc.",2.46,$29.15M,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tmbr
TMP,Tompkins Financial Corporation,62.11,$925.89M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/tmp
TAT,Transatlantic Petroleum Ltd,0.3623,$22.61M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/tat
TRXC,"TransEnterix, Inc.",0.66,$34.21M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/trxc
TMQ,Trilogy Metals Inc.,1.86,$261.64M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/tmq
TPHS,Trinity Place Holdings Inc.,1.69,$54.41M,n/a,Consumer Services,Building operators,https://old.nasdaq.com/symbol/tphs
TRT,Trio-Tech International,3.15,$11.57M,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/trt
UFAB,"Unique Fabricating, Inc.",3.38,$33.05M,2015,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/ufab
UAMY,United States Antimony Corporation,0.423,$29.57M,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/uamy
UUU,"Universal Security Instruments, Inc.",0.9501,$2.2M,n/a,Technology,Electronic Components,https://old.nasdaq.com/symbol/uuu
URG,Ur Energy Inc,0.5186,$83.22M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/urg
UEC,Uranium Energy Corp.,0.9801,$180.52M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/uec
VHC,VirnetX Holding Corp,6.16,$436.36M,n/a,Miscellaneous,Multi-Sector Companies,https://old.nasdaq.com/symbol/vhc
VGZ,Vista Gold Corporation,0.8947,$90.96M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/vgz
VNRX,VolitionRX Limited,3.51,$162.25M,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/vnrx
VOLT,"Volt Information Sciences, Inc.",1.03,$22.05M,n/a,Technology,Professional Services,https://old.nasdaq.com/symbol/volt
EAD,Wells Fargo Income Opportunities Fund,7.18,$437.94M,2003,n/a,n/a,https://old.nasdaq.com/symbol/ead
ERC,Wells Fargo Multi-Sector Income Fund,10.99,$336M,2003,n/a,n/a,https://old.nasdaq.com/symbol/erc
ERH,Wells Fargo Utilities and High Income Fund,13.375,$123.99M,2004,n/a,n/a,https://old.nasdaq.com/symbol/erh
WRN,Western Copper and Gold Corporation,0.8121,$93.12M,2011,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/wrn
WYY,WidePoint Corporation,0.837,$70.17M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/wyy
WTT,"Wireless Telecom Group,  Inc.",1.13,$24.46M,n/a,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/wtt
XTNT,"Xtant Medical Holdings, Inc.",1.06,$14.02M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/xtnt
ZDGE,"Zedge, Inc.",1.2,$14.64M,2016,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/zdge
ZOM,Zomedica Pharmaceuticals Corp.,0.22,$64.24M,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/zom
